UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Health_Class,Power_W,Temp_Delta,Wear_Torque,Type_encoded
5294,M20153,M,303.9,313.4,1464,49.1,171,0,No Failure,Normal,7527.507325413431,9.5,8396.1,2
5295,L52474,L,303.9,313.4,1442,48.5,174,0,No Failure,Normal,7323.785513803645,9.5,8439.0,1
5296,L52475,L,303.8,313.2,1336,47.8,176,0,No Failure,Normal,6687.487337745569,9.399999999999975,8412.8,1
5297,H34710,H,303.8,313.2,1379,50.2,178,0,No Failure,Normal,7249.308823962544,9.399999999999975,8935.6,0
5298,L52477,L,303.7,313.1,1406,48.6,183,0,No Failure,Normal,7155.668418934543,9.400000000000034,8893.800000000001,1
5299,M20158,M,303.7,313.1,2130,18.1,185,0,No Failure,Normal,4037.260719128243,9.400000000000034,3348.5000000000005,2
5300,L52479,L,303.7,313.1,1355,49.1,188,0,No Failure,Normal,6967.057667988525,9.400000000000034,9230.8,1
5301,M20160,M,303.8,313.2,1710,26.5,190,0,No Failure,Normal,4745.375703247382,9.399999999999975,5035.0,2
5302,L52481,L,303.8,313.1,1309,55.8,193,0,No Failure,Normal,7648.961297401212,9.300000000000011,10769.4,1
5303,L52482,L,303.9,313.1,1491,37.2,195,0,No Failure,Normal,5808.302161662953,9.200000000000044,7254.000000000001,1
5304,L52483,L,303.9,313.2,1481,44.1,197,0,No Failure,Normal,6839.467118350731,9.300000000000011,8687.7,1
5305,L52484,L,303.9,313.1,1425,49.3,199,0,No Failure,Normal,7356.824596543897,9.200000000000044,9810.7,1
5306,H34719,H,303.9,313.2,1680,29.1,201,0,No Failure,Normal,5119.539388289927,9.300000000000011,5849.1,0
5307,H34720,H,304.0,313.2,1612,31.7,206,0,No Failure,Normal,5351.221374516662,9.199999999999989,6530.2,0
5308,L52487,L,304.0,313.3,1530,34.8,211,0,No Failure,Normal,5575.698641591164,9.300000000000011,7342.799999999999,1
5309,L52488,L,304.0,313.2,1481,42.6,213,0,No Failure,Normal,6606.832182352407,9.199999999999989,9073.8,1
5310,M20169,M,303.9,313.2,1422,48.0,215,1,Tool Wear Failure,Critical,7147.751605447496,9.300000000000011,10320.0,2
5311,L52490,L,303.8,313.0,1427,43.0,0,0,No Failure,Normal,6425.708893897444,9.199999999999989,0.0,1
5312,H34725,H,303.7,312.9,1460,49.8,2,0,No Failure,Normal,7613.963955240222,9.199999999999989,99.6,0
5313,L52492,L,303.6,312.9,1873,23.5,7,0,No Failure,Normal,4609.292381469385,9.299999999999956,164.5,1
5314,M20173,M,303.7,312.9,1566,32.6,9,0,No Failure,Normal,5346.111050466822,9.199999999999989,293.40000000000003,2
5315,L52494,L,303.6,312.8,1701,30.8,12,0,No Failure,Normal,5486.351746523071,9.199999999999989,369.6,1
5316,L52495,L,303.6,312.8,1710,27.2,14,0,No Failure,Normal,4870.725250125615,9.199999999999989,380.8,1
5317,M20176,M,303.6,312.8,1689,33.1,16,0,No Failure,Normal,5854.452157744187,9.199999999999989,529.6,2
5318,L52497,L,303.6,312.7,1637,32.9,19,0,No Failure,Normal,5639.923267406051,9.099999999999966,625.1,1
5319,L52498,L,303.5,312.6,1496,39.0,21,0,No Failure,Normal,6109.769392701431,9.100000000000025,819.0,1
5320,M20179,M,303.5,312.7,1402,47.0,23,0,No Failure,Normal,6900.403543854862,9.199999999999989,1081.0,2
5321,L52500,L,303.4,312.7,1363,45.5,26,0,No Failure,Normal,6494.3526933783805,9.300000000000011,1183.0,1
5322,M20181,M,303.4,312.7,1576,49.9,28,0,No Failure,Normal,8235.41287002233,9.300000000000011,1397.2,2
5323,M20182,M,303.4,312.7,1357,55.3,31,0,No Failure,Normal,7858.390335665021,9.300000000000011,1714.3,2
5324,M20183,M,303.4,312.7,1399,48.4,34,0,No Failure,Normal,7090.742170760354,9.300000000000011,1645.6,2
5325,M20184,M,303.4,312.8,1526,30.8,37,0,No Failure,Normal,4921.912266428105,9.400000000000034,1139.6,2
5326,L52505,L,303.5,312.7,1694,27.3,40,0,No Failure,Normal,4842.89073921481,9.199999999999989,1092.0,1
5327,M20186,M,303.5,312.7,1420,49.1,42,0,No Failure,Normal,7301.270766452918,9.199999999999989,2062.2000000000003,2
5328,M20187,M,303.5,312.7,2116,16.7,45,0,No Failure,Normal,3700.502930614441,9.199999999999989,751.5,2
5329,M20188,M,303.7,312.9,1406,41.9,48,0,No Failure,Normal,6169.187381756324,9.199999999999989,2011.2,2
5330,L52509,L,303.7,313.0,1456,45.5,51,0,No Failure,Normal,6937.47433716722,9.300000000000011,2320.5,1
5331,L52510,L,303.6,312.9,1588,31.9,53,0,No Failure,Normal,5304.809579047628,9.299999999999956,1690.6999999999998,1
5332,L52511,L,303.7,312.8,1448,44.5,55,0,No Failure,Normal,6747.722140890397,9.100000000000025,2447.5,1
5333,H34746,H,303.6,312.7,1403,46.2,57,0,No Failure,Normal,6787.787919199179,9.099999999999966,2633.4,0
5334,M20193,M,303.5,312.6,1405,51.6,62,0,No Failure,Normal,7591.972806665095,9.100000000000025,3199.2000000000003,2
5335,M20194,M,303.4,312.6,2706,9.8,65,1,Power Failure,Early Warning,2777.042242067233,9.200000000000044,637.0,2
5336,M20195,M,303.3,312.4,1505,38.9,68,0,No Failure,Normal,6130.765703602921,9.099999999999966,2645.2,2
5337,L52516,L,303.2,312.4,1663,33.7,71,0,No Failure,Normal,5868.819708146605,9.199999999999989,2392.7000000000003,1
5338,M20197,M,303.3,312.6,1482,44.4,73,0,No Failure,Normal,6890.6436626777095,9.300000000000011,3241.2,2
5339,M20198,M,303.3,312.5,1674,32.7,76,0,No Failure,Normal,5732.338451299152,9.199999999999989,2485.2000000000003,2
5340,M20199,M,303.4,312.7,1594,32.8,79,0,No Failure,Normal,5475.083900872195,9.300000000000011,2591.2,2
5341,L52520,L,303.5,312.7,1393,49.3,82,0,No Failure,Normal,7191.618710867123,9.199999999999989,4042.6,1
5342,H34755,H,303.5,312.8,1404,55.8,84,0,No Failure,Normal,8204.080719290529,9.300000000000011,4687.2,0
5343,M20202,M,303.5,312.8,1375,45.7,89,0,No Failure,Normal,6580.32761233162,9.300000000000011,4067.3,2
5344,L52523,L,303.5,312.8,1607,38.4,92,0,No Failure,Normal,6462.1304247280605,9.300000000000011,3532.8,1
5345,L52524,L,303.4,312.8,1360,50.8,94,0,No Failure,Normal,7234.878441707054,9.400000000000034,4775.2,1
5346,L52525,L,303.5,312.8,1524,39.4,96,0,No Failure,Normal,6287.960528013043,9.300000000000011,3782.4,1
5347,L52526,L,303.4,312.7,1534,35.5,98,0,No Failure,Normal,5702.723704551313,9.300000000000011,3479.0,1
5348,L52527,L,303.3,312.7,1262,63.8,100,0,No Failure,Normal,8431.573915312478,9.399999999999975,6380.0,1
5349,L52528,L,303.3,312.6,1623,34.6,102,0,No Failure,Normal,5880.621624548589,9.300000000000011,3529.2000000000003,1
5350,M20209,M,303.3,312.7,1642,33.6,104,0,No Failure,Normal,5777.514553657773,9.399999999999975,3494.4,2
5351,M20210,M,303.4,312.8,1622,35.1,107,0,No Failure,Normal,5961.926042423494,9.400000000000034,3755.7,2
5352,M20211,M,303.5,312.9,1530,34.5,110,0,No Failure,Normal,5527.632273991241,9.399999999999975,3795.0,2
5353,M20212,M,303.4,312.8,1590,36.3,113,0,No Failure,Normal,6044.110106241403,9.400000000000034,4101.9,2
5354,L52533,L,303.4,312.7,1589,34.0,116,0,No Failure,Normal,5657.58949009474,9.300000000000011,3944.0,1
5355,L52534,L,303.4,312.6,1462,37.5,118,0,No Failure,Normal,5741.260574435347,9.200000000000044,4425.0,1
5356,H34769,H,303.3,312.5,1328,49.8,120,0,No Failure,Normal,6925.578172985627,9.199999999999989,5976.0,0
5357,H34770,H,303.3,312.6,1692,29.0,125,0,No Failure,Normal,5138.388944211465,9.300000000000011,3625.0,0
5358,L52537,L,303.3,312.5,1968,20.6,130,0,No Failure,Normal,4245.422648355103,9.199999999999989,2678.0,1
5359,H34772,H,303.3,312.6,1827,24.2,132,0,No Failure,Normal,4630.0164210075645,9.300000000000011,3194.4,0
5360,M20219,M,303.3,312.6,1397,47.1,137,0,No Failure,Normal,6890.423751191957,9.300000000000011,6452.7,2
5361,L52540,L,303.3,312.6,1463,44.0,140,0,No Failure,Normal,6741.02007656274,9.300000000000011,6160.0,1
5362,L52541,L,303.3,312.7,1643,30.7,142,0,No Failure,Normal,5282.07492021115,9.399999999999975,4359.4,1
5363,L52542,L,303.2,312.6,1281,57.0,144,0,No Failure,Normal,7646.322359572197,9.400000000000034,8208.0,1
5364,L52543,L,303.2,312.5,1518,39.9,146,0,No Failure,Normal,6342.687072038577,9.300000000000011,5825.4,1
5365,L52544,L,303.2,312.6,1601,35.3,148,0,No Failure,Normal,5918.268376514107,9.400000000000034,5224.4,1
5366,L52545,L,303.1,312.6,1548,36.4,150,0,No Failure,Normal,5900.664985678493,9.5,5460.0,1
5367,H34780,H,303.1,312.6,1404,40.6,152,0,No Failure,Normal,5969.277369232895,9.5,6171.2,0
5368,M20227,M,303.1,312.5,1766,26.7,157,0,No Failure,Normal,4937.766837353221,9.399999999999975,4191.9,2
5369,M20228,M,303.1,312.5,1667,30.0,160,0,No Failure,Normal,5237.034953534185,9.399999999999975,4800.0,2
5370,H34783,H,303.0,312.5,1507,37.9,163,0,No Failure,Normal,5981.100229585904,9.5,6177.7,0
5371,H34784,H,303.0,312.4,1627,37.1,168,0,No Failure,Normal,6321.062442606368,9.399999999999975,6232.8,0
5372,L52551,L,302.9,312.3,1435,47.7,173,0,No Failure,Normal,7168.0148780631525,9.400000000000034,8252.1,1
5373,H34786,H,302.9,312.3,1509,46.8,175,0,No Failure,Normal,7395.434770256516,9.400000000000034,8189.999999999999,0
5374,M20233,M,302.9,312.3,1809,25.0,180,0,No Failure,Normal,4735.950925286613,9.400000000000034,4500.0,2
5375,L52554,L,302.9,312.3,1515,40.8,183,0,No Failure,Normal,6472.93750345641,9.400000000000034,7466.4,1
5376,L52555,L,302.9,312.3,1530,34.9,185,0,No Failure,Normal,5591.720764124472,9.400000000000034,6456.5,1
5377,H34790,H,302.8,312.3,1336,57.5,187,0,No Failure,Normal,8044.571588292264,9.5,10752.5,0
5378,L52557,L,302.9,312.4,2030,19.1,192,0,No Failure,Normal,4060.299065254569,9.5,3667.2,1
5379,L52558,L,302.9,312.4,1550,36.9,194,0,No Failure,Normal,5989.446394068941,9.5,7158.599999999999,1
5380,L52559,L,302.9,312.4,1446,41.7,196,0,No Failure,Normal,6314.412738156269,9.5,8173.200000000001,1
5381,L52560,L,302.8,312.3,1494,37.5,198,0,No Failure,Normal,5866.924280578938,9.5,7425.0,1
5382,L52561,L,302.8,312.4,1651,27.0,200,0,No Failure,Normal,4668.092523969073,9.599999999999966,5400.0,1
5383,L52562,L,302.9,312.4,1698,33.8,202,0,No Failure,Normal,6010.118073729561,9.5,6827.599999999999,1
5384,L52563,L,302.8,312.3,1504,40.3,204,0,No Failure,Normal,6347.190021508723,9.5,8221.199999999999,1
5385,M20244,M,302.9,312.4,1421,46.0,206,0,No Failure,Normal,6845.111513151681,9.5,9476.0,2
5386,H34799,H,302.9,312.3,1754,26.9,209,0,No Failure,Normal,4940.95031790886,9.400000000000034,5622.099999999999,0
5387,L52566,L,302.9,312.2,1469,42.0,214,0,No Failure,Normal,6460.999451372769,9.300000000000011,8988.0,1
5388,L52567,L,302.8,312.2,1433,50.0,216,0,No Failure,Normal,7503.170454323622,9.399999999999975,10800.0,1
5389,M20248,M,302.8,312.3,1432,49.0,218,0,No Failure,Normal,7347.975777236287,9.5,10682.0,2
5390,L52569,L,302.8,312.3,1366,49.1,221,0,No Failure,Normal,7023.616807728653,9.5,10851.1,1
5391,H34804,H,302.8,312.3,1483,47.2,223,0,No Failure,Normal,7330.131530963898,9.5,10525.6,0
5392,L52571,L,302.7,312.2,1572,34.4,228,0,No Failure,Normal,5662.909253654817,9.5,7843.2,1
5393,L52572,L,302.8,312.2,1481,40.2,230,0,No Failure,Normal,6234.616284755089,9.399999999999975,9246.0,1
5394,L52573,L,302.8,312.3,1473,42.6,232,0,No Failure,Normal,6571.143689807626,9.5,9883.2,1
5395,M20254,M,302.8,312.3,1262,70.5,234,1,Power Failure,Early Warning,9317.02133275125,9.5,16497.0,2
5396,L52575,L,302.8,312.4,1529,36.8,237,0,No Failure,Normal,5892.28740526892,9.599999999999966,8721.599999999999,1
5397,L52576,L,302.8,312.4,1523,39.7,239,0,No Failure,Normal,6331.681025775501,9.599999999999966,9488.3,1
5398,M20257,M,302.8,312.3,1416,42.7,241,0,No Failure,Normal,6331.691497751014,9.5,10290.7,2
5399,L52578,L,302.9,312.4,1923,23.9,244,0,No Failure,Normal,4812.888529373026,9.5,5831.599999999999,1
5400,H34813,H,302.8,312.4,1411,53.8,246,1,Overstrain Failure,Critical,7949.465106692587,9.599999999999966,13234.8,0
5401,L52580,L,302.7,312.4,1477,46.3,251,1,Overstrain Failure,Critical,7161.270925833444,9.699999999999989,11621.3,1
5402,M20261,M,302.6,312.3,1454,54.8,253,1,Tool Wear Failure,Critical,8343.986312130395,9.699999999999989,13864.4,2
5403,L52582,L,302.7,312.3,1421,48.5,0,0,No Failure,Normal,7217.128443214272,9.600000000000025,0.0,1
5404,L52583,L,302.7,312.3,1858,25.4,2,0,No Failure,Normal,4942.060347313128,9.600000000000025,50.8,1
5405,H34818,H,302.8,312.5,1422,46.1,4,0,No Failure,Normal,6864.8197710652,9.699999999999989,184.4,0
5406,L52585,L,302.7,312.4,1444,48.7,9,0,No Failure,Normal,7364.18639532881,9.699999999999989,438.3,1
5407,L52586,L,302.7,312.4,1360,47.8,11,0,No Failure,Normal,6807.621840818842,9.699999999999989,525.8,1
5408,L52587,L,302.7,312.4,1954,24.8,13,0,No Failure,Normal,5074.635557294617,9.699999999999989,322.40000000000003,1
5409,L52588,L,302.6,312.4,1628,33.0,15,0,No Failure,Normal,5625.964124048603,9.799999999999956,495.0,1
5410,L52589,L,302.7,312.4,1433,44.2,17,0,No Failure,Normal,6632.802681622082,9.699999999999989,751.4000000000001,1
5411,M20270,M,302.7,312.5,1417,51.5,19,0,No Failure,Normal,7641.976489734731,9.800000000000011,978.5,2
5412,L52591,L,302.8,312.6,1462,39.4,22,0,No Failure,Normal,6032.151110206737,9.800000000000011,866.8,1
5413,L52592,L,302.9,312.6,1328,59.9,24,0,No Failure,Normal,8330.1633044546,9.700000000000044,1437.6,1
5414,H34827,H,302.7,312.5,1527,36.4,26,0,No Failure,Normal,5820.617204865024,9.800000000000011,946.4,0
5415,L52594,L,302.6,312.3,1534,34.3,31,0,No Failure,Normal,5509.955579327042,9.699999999999989,1063.3,1
5416,M20275,M,302.6,312.4,1410,50.3,33,0,No Failure,Normal,7427.03919235163,9.799999999999956,1659.9,2
5417,L52596,L,302.6,312.3,1660,30.3,36,0,No Failure,Normal,5267.194243008647,9.699999999999989,1090.8,1
5418,L52597,L,302.6,312.4,1386,45.8,38,0,No Failure,Normal,6647.484391289857,9.799999999999956,1740.4,1
5419,L52598,L,302.6,312.4,1398,41.6,40,0,No Failure,Normal,6090.165854543029,9.799999999999956,1664.0,1
5420,L52599,L,302.6,312.3,1321,53.4,42,0,No Failure,Normal,7387.078133797968,9.699999999999989,2242.8,1
5421,L52600,L,302.6,312.3,1512,34.2,44,0,No Failure,Normal,5415.100425139655,9.699999999999989,1504.8000000000002,1
5422,M20281,M,302.6,312.3,1566,36.6,46,0,No Failure,Normal,6002.075596536372,9.699999999999989,1683.6,2
5423,M20282,M,302.7,312.4,1422,44.5,49,0,No Failure,Normal,6626.561384216951,9.699999999999989,2180.5,2
5424,L52603,L,302.6,312.3,1647,31.8,52,0,No Failure,Normal,5484.655286490133,9.699999999999989,1653.6,1
5425,L52604,L,302.6,312.2,1377,45.5,54,0,No Failure,Normal,6561.059177389604,9.599999999999966,2457.0,1
5426,L52605,L,302.5,312.2,1775,27.9,56,0,No Failure,Normal,5185.984072913351,9.699999999999989,1562.4,1
5427,L52606,L,302.6,312.3,1554,42.0,58,0,No Failure,Normal,6834.8489771499535,9.699999999999989,2436.0,1
5428,L52607,L,302.7,312.4,1423,51.9,60,0,No Failure,Normal,7733.941378680816,9.699999999999989,3114.0,1
5429,L52608,L,302.7,312.4,1453,47.3,62,0,No Failure,Normal,7197.064138133344,9.699999999999989,2932.6,1
5430,L52609,L,302.8,312.4,1590,34.4,64,0,No Failure,Normal,5727.751726024911,9.599999999999966,2201.6,1
5431,L52610,L,302.8,312.5,1694,28.4,66,0,No Failure,Normal,5038.025530904783,9.699999999999989,1874.4,1
5432,L52611,L,302.8,312.5,1462,43.4,68,0,No Failure,Normal,6644.552238146508,9.699999999999989,2951.2,1
5433,L52612,L,302.8,312.4,1392,46.2,70,0,No Failure,Normal,6734.569339647367,9.599999999999966,3234.0,1
5434,L52613,L,302.9,312.5,1550,45.5,72,0,No Failure,Normal,7385.360729814006,9.600000000000025,3276.0,1
5435,L52614,L,302.9,312.5,1629,30.4,74,0,No Failure,Normal,5185.889825133742,9.600000000000025,2249.6,1
5436,M20295,M,303.0,312.5,1524,42.1,76,0,No Failure,Normal,6718.861376379418,9.5,3199.6,2
5437,M20296,M,302.9,312.5,1679,30.9,79,0,No Failure,Normal,5432.97608733858,9.600000000000025,2441.1,2
5438,M20297,M,302.9,312.6,1394,46.4,82,0,No Failure,Normal,6773.441312747786,9.700000000000044,3804.8,2
5439,L52618,L,302.9,312.5,1683,32.1,85,0,No Failure,Normal,5657.411466511036,9.600000000000025,2728.5,1
5440,L52619,L,303.0,312.5,1626,30.5,87,0,No Failure,Normal,5193.366815649287,9.5,2653.5,1
5441,H34854,H,303.0,312.5,1698,30.0,89,0,No Failure,Normal,5334.424325795469,9.5,2670.0,0
5442,M20301,M,303.0,312.6,1392,42.9,94,0,No Failure,Normal,6253.528672529698,9.600000000000025,4032.6,2
5443,L52622,L,303.1,312.7,1353,51.8,97,0,No Failure,Normal,7339.325925463402,9.599999999999966,5024.599999999999,1
5444,M20303,M,303.0,312.7,1426,46.8,99,0,No Failure,Normal,6988.66135346971,9.699999999999989,4633.2,2
5445,L52624,L,303.0,312.7,2024,19.9,102,0,No Failure,Normal,4217.860408807608,9.699999999999989,2029.8,1
5446,M20305,M,303.0,312.8,1648,32.1,104,0,No Failure,Normal,5539.758821634097,9.800000000000011,3338.4,2
5447,L52626,L,303.1,312.9,1511,40.1,107,0,No Failure,Normal,6345.085154430818,9.799999999999956,4290.7,1
5448,L52627,L,303.1,312.8,1465,44.1,109,0,No Failure,Normal,6765.576859138299,9.699999999999989,4806.900000000001,1
5449,L52628,L,303.0,312.7,1551,41.8,111,0,No Failure,Normal,6789.170219966759,9.699999999999989,4639.799999999999,1
5450,L52629,L,303.1,312.8,2329,15.1,113,0,No Failure,Normal,3682.773876072683,9.699999999999989,1706.3,1
5451,H34864,H,303.1,312.8,1435,41.9,115,0,No Failure,Normal,6296.432356202223,9.699999999999989,4818.5,0
5452,L52631,L,303.0,312.7,1361,48.8,120,0,No Failure,Normal,6955.15103183142,9.699999999999989,5856.0,1
5453,M20312,M,303.0,312.7,1553,35.8,122,0,No Failure,Normal,5822.146113289771,9.699999999999989,4367.599999999999,2
5454,L52633,L,303.0,312.6,1451,42.1,125,0,No Failure,Normal,6397.026152970168,9.600000000000025,5262.5,1
5455,L52634,L,303.0,312.5,1461,40.2,127,0,No Failure,Normal,6150.421601638882,9.5,5105.400000000001,1
5456,M20315,M,303.1,312.6,1895,23.5,129,0,No Failure,Normal,4663.43249486625,9.5,3031.5,2
5457,M20316,M,303.1,312.6,1567,32.9,132,0,No Failure,Normal,5398.753671365475,9.5,4342.8,2
5458,M20317,M,303.0,312.5,1602,33.7,135,0,No Failure,Normal,5653.547307547121,9.5,4549.5,2
5459,L52638,L,303.1,312.6,1514,42.1,138,0,No Failure,Normal,6674.774359474042,9.5,5809.8,1
5460,L52639,L,303.1,312.5,1453,49.1,140,0,No Failure,Normal,7470.948185673304,9.399999999999975,6874.0,1
5461,M20320,M,303.0,312.4,1526,36.1,142,0,No Failure,Normal,5768.86470188489,9.399999999999975,5126.2,2
5462,M20321,M,302.9,312.3,1339,52.1,145,0,No Failure,Normal,7305.449084682195,9.400000000000034,7554.5,2
5463,L52642,L,302.9,312.3,1889,22.8,148,0,No Failure,Normal,4510.196077199651,9.400000000000034,3374.4,1
5464,L52643,L,302.9,312.4,1561,34.8,150,0,No Failure,Normal,5688.6703134142535,9.5,5220.0,1
5465,M20324,M,302.9,312.4,1659,33.1,152,0,No Failure,Normal,5750.465440910365,9.5,5031.2,2
5466,L52645,L,302.9,312.4,1424,49.5,155,0,No Failure,Normal,7381.486098874579,9.5,7672.5,1
5467,M20326,M,302.9,312.3,1426,44.7,157,0,No Failure,Normal,6675.067574788378,9.400000000000034,7017.900000000001,2
5468,L52647,L,302.9,312.4,1383,51.4,160,0,No Failure,Normal,7444.129456387159,9.5,8224.0,1
5469,L52648,L,302.8,312.3,1764,29.9,162,0,No Failure,Normal,5523.296876129287,9.5,4843.8,1
5470,M20329,M,302.7,312.2,1439,42.5,164,0,No Failure,Normal,6404.398423730591,9.5,6970.0,2
5471,M20330,M,302.7,312.2,1585,35.5,167,0,No Failure,Normal,5892.318821195456,9.5,5928.5,2
5472,L52651,L,302.7,312.3,1346,61.2,170,0,Random Failures,Early Warning,8626.310771932998,9.600000000000025,10404.0,1
5473,L52652,L,302.8,312.3,1386,57.8,172,0,No Failure,Normal,8389.18335844004,9.5,9941.6,1
5474,L52653,L,302.7,312.2,1369,51.8,174,0,No Failure,Normal,7426.117658506578,9.5,9013.2,1
5475,M20334,M,302.7,312.1,1378,46.9,176,0,No Failure,Normal,6767.849277824394,9.400000000000034,8254.4,2
5476,L52655,L,302.7,312.2,1336,46.8,179,0,No Failure,Normal,6547.581744905703,9.5,8377.199999999999,1
5477,M20336,M,302.6,312.1,1445,42.0,181,0,No Failure,Normal,6355.441938212151,9.5,7602.0,2
5478,L52657,L,302.7,312.1,1763,26.5,184,0,No Failure,Normal,4892.454599312945,9.400000000000034,4876.0,1
5479,L52658,L,302.7,312.2,1611,34.1,186,0,No Failure,Normal,5752.790219474022,9.5,6342.6,1
5480,M20339,M,302.7,312.1,1564,32.1,188,0,No Failure,Normal,5257.392473929447,9.400000000000034,6034.8,2
5481,H34894,H,302.7,312.1,1478,36.0,191,0,No Failure,Normal,5571.928730406857,9.400000000000034,6876.0,0
5482,L52661,L,302.6,312.0,1781,28.5,196,0,No Failure,Normal,5315.41769024125,9.399999999999975,5586.0,1
5483,L52662,L,302.6,312.1,1782,26.8,198,0,No Failure,Normal,5001.164177102663,9.5,5306.400000000001,1
5484,M20343,M,302.6,312.1,2000,21.9,200,0,No Failure,Normal,4586.725274241097,9.5,4380.0,2
5485,M20344,M,302.5,312.0,1826,25.3,203,0,No Failure,Normal,4837.822303067019,9.5,5135.900000000001,2
5486,L52665,L,302.6,312.1,1344,51.0,206,0,No Failure,Normal,7177.91089492196,9.5,10506.0,1
5487,L52666,L,302.6,312.2,1520,43.0,208,0,No Failure,Normal,6844.483194620962,9.599999999999966,8944.0,1
5488,M20347,M,302.6,312.1,1611,39.9,210,0,No Failure,Normal,6731.270667361098,9.5,8379.0,2
5489,L52668,L,302.7,312.2,1450,52.1,213,1,Overstrain Failure,Critical,7911.0539005146975,9.5,11097.3,1
5490,L52669,L,302.6,312.1,1499,35.0,215,0,Random Failures,Early Warning,5494.121952352949,9.5,7525.0,1
5491,L52670,L,302.6,312.1,1288,68.5,0,1,Power Failure,Early Warning,9239.21455469734,9.5,0.0,1
5492,M20351,M,302.7,312.2,1350,58.6,2,0,No Failure,Normal,8284.379827516286,9.5,117.2,2
5493,M20352,M,302.9,312.4,1334,50.9,5,0,No Failure,Normal,7110.534204477969,9.5,254.5,2
5494,L52673,L,302.8,312.4,1376,57.1,8,0,No Failure,Normal,8227.78927184962,9.599999999999966,456.8,1
5495,L52674,L,302.8,312.4,1368,49.5,10,0,No Failure,Normal,7091.202937682881,9.599999999999966,495.0,1
5496,H34909,H,302.9,312.5,1357,55.0,12,0,Random Failures,Early Warning,7815.758923355807,9.600000000000025,660.0,0
5497,M20356,M,302.9,312.5,1924,24.0,17,0,No Failure,Normal,4835.53941240541,9.600000000000025,408.0,2
5498,M20357,M,302.9,312.5,1551,40.0,20,0,No Failure,Normal,6496.813607623693,9.600000000000025,800.0,2
5499,M20358,M,302.9,312.5,1903,21.2,23,0,No Failure,Normal,4224.771912645506,9.600000000000025,487.6,2
5500,H34913,H,302.9,312.3,1417,48.7,26,0,No Failure,Normal,7226.49038932197,9.400000000000034,1266.2,0
5501,L52680,L,302.7,312.1,1601,35.2,31,0,No Failure,Normal,5901.50274371945,9.400000000000034,1091.2,1
5502,L52681,L,302.7,312.1,1543,37.5,33,0,No Failure,Normal,6059.346830611313,9.400000000000034,1237.5,1
5503,L52682,L,302.6,312.1,1439,52.3,35,0,No Failure,Normal,7881.177354379058,9.5,1830.5,1
5504,H34917,H,302.6,312.0,1657,29.3,37,0,No Failure,Normal,5084.154583034994,9.399999999999975,1084.1,0
5505,L52684,L,302.8,312.2,1458,51.0,42,0,No Failure,Normal,7786.75155118766,9.399999999999975,2142.0,1
5506,L52685,L,302.8,312.2,1746,27.4,44,0,No Failure,Normal,5009.834972826571,9.399999999999975,1205.6,1
5507,L52686,L,302.9,312.2,1677,30.5,46,0,No Failure,Normal,5356.258394737918,9.300000000000011,1403.0,1
5508,L52687,L,302.8,312.1,1520,39.9,48,0,No Failure,Normal,6351.043708497125,9.300000000000011,1915.2,1
5509,L52688,L,302.9,312.2,1367,55.1,50,0,No Failure,Normal,7887.669979196477,9.300000000000011,2755.0,1
5510,L52689,L,302.8,312.2,1509,36.5,52,0,Random Failures,Early Warning,5767.807032358181,9.399999999999975,1898.0,1
5511,L52690,L,302.8,312.1,1418,51.4,54,0,No Failure,Normal,7632.520295847426,9.300000000000011,2775.6,1
5512,L52691,L,302.8,312.1,1958,20.3,56,0,No Failure,Normal,4162.337994643165,9.300000000000011,1136.8,1
5513,L52692,L,302.8,312.2,1682,30.9,58,0,No Failure,Normal,5442.683608638173,9.399999999999975,1792.1999999999998,1
5514,M20373,M,302.8,312.2,1452,50.3,60,0,No Failure,Normal,7648.270147017423,9.399999999999975,3018.0,2
5515,L52694,L,302.7,312.0,1828,24.0,63,0,No Failure,Normal,4594.2650966097135,9.300000000000011,1512.0,1
5516,H34929,H,302.7,312.0,1484,41.5,65,0,No Failure,Normal,6449.270838799366,9.300000000000011,2697.5,0
5517,L52696,L,302.6,312.0,1674,32.2,70,0,No Failure,Normal,5644.688016263997,9.399999999999975,2254.0,1
5518,L52697,L,302.6,311.9,1448,49.5,72,0,No Failure,Normal,7505.893167956734,9.299999999999956,3564.0,1
5519,M20378,M,302.5,311.8,2023,19.1,74,0,No Failure,Normal,4046.2980339950714,9.300000000000011,1413.4,2
5520,L52699,L,302.5,311.9,1452,47.4,77,0,No Failure,Normal,7207.316202159561,9.399999999999975,3649.8,1
5521,M20380,M,302.6,312.0,1496,45.0,79,0,No Failure,Normal,7049.733914655497,9.399999999999975,3555.0,2
5522,L52701,L,302.6,311.9,1397,46.9,82,0,No Failure,Normal,6861.165051611523,9.299999999999956,3845.8,1
5523,L52702,L,302.6,311.9,1453,39.1,84,0,No Failure,Normal,5949.370143784647,9.299999999999956,3284.4,1
5524,M20383,M,302.5,311.9,1524,34.8,86,0,No Failure,Normal,5553.8331567221785,9.399999999999975,2992.8,2
5525,L52704,L,302.6,311.9,1633,30.9,89,0,No Failure,Normal,5284.127427411497,9.299999999999956,2750.1,1
5526,M20385,M,302.6,312.0,1363,45.7,91,0,No Failure,Normal,6522.899298624,9.399999999999975,4158.7,2
